tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
54346,AZB,ISR,2014,X,0,,0,N/A,EL/M-2288 AD-STAR,GR,Air search radar,L,,,,Azerbaijan,Israel,N,13,0,0
50329,AZB,ISR,2005,X,50,X,2009,N/A,EXTRA,MI,Guided rocket/SSM,L,50,X,2008-2009,Azerbaijan,Israel,N,0.15,7.5,7.5
50460,AZB,ISR,2008,,10,X,2013,N/A,Hermes-450,AC,UAV,L,10,X,2011-2013,Azerbaijan,Israel,N,2,20,20
53823,AZB,ISR,2011,X,5,X,2013,N/A,Heron,AC,UAV,L,5,X,2013,Azerbaijan,Israel,N,3,15,15
56701,AZB,ISR,2013,,0,,0,N/A,LAHAT,MI,Anti-tank missile,L,,,,Azerbaijan,Israel,N,0.04,0,0
36705,AZB,ISR,2005,X,6,X,2006,N/A,Lynx,AR,Self-propelled MRL,L,6,X,2006,Azerbaijan,Israel,N,0.95,5.7,5.7
56470,AZB,ISR,2013,,6,,0,ASS,OPV-62,SH,FAC,,1,,2015,Azerbaijan,Israel,N,62.5,375,62.5
53822,AZB,ISR,2011,X,5,X,2013,N/A,Searcher,AC,UAV,L,5,X,2013,Azerbaijan,Israel,N,0.3,1.5,1.5
56469,AZB,ISR,2013,X,6,,2015,ASS,Shaldag,SH,FAC,,6,X,2014-2015,Azerbaijan,Israel,N,8,48,48
52149,AZB,ISR,2008,,100,X,2010,N/A,Spike-MR/LR,MI,Anti-tank missile,L,100,X,2009-2010,Azerbaijan,Israel,N,0.03,3,3
57601,AZB,ISR,2013,X,250,X,0,N/A,Spike-NLOS,MI,SSM/ASM,L,80,X,2014-2015,Azerbaijan,Israel,N,0.15,37.5,12
52142,AZB,ISR,2008,,10,X,2010,N/A,Sufa,AV,APV,L,10,X,2009-2010,Azerbaijan,Israel,N,0.12,1.2,1.2
38153,BEL,ISR,2006,,32,,2014,N/A,UT-25/UT-30,OT,IFV turret,L,32,X,2010-2014,Belgium,Israel,N,0.6,19.2,19.2
56261,BRA,ISR,2014,X,3,,0,N/A,Air refuel system,OT,Air refuel system,L,,,,Brazil,Israel,N,10,30,0
58359,BRA,ISR,2014,X,4,,0,N/A,Air refuel system,OT,Air refuel system,L,,,,Brazil,Israel,N,10,40,0
32095,BRA,ISR,2006,X,200,X,2010,N/A,Derby,MI,BVRAAM,L,200,X,2006-2010,Brazil,Israel,N,0.4,80,80
33895,BRA,ISR,2005,X,9,,2014,N/A,EL/M-2022,GR,MP aircraft radar,L,9,,2011-2014,Brazil,Israel,N,2.5,22.5,22.5
58939,BRA,ISR,2015,,3,,0,N/A,EL/M-2022,GR,MP aircraft radar,L,,,,Brazil,Israel,N,2.5,7.5,0
59009,BRA,ISR,2007,,2,,2009,N/A,EL/M-2022,GR,MP aircraft radar,L,2,X,2009,Brazil,Israel,N,2.5,5,5
58077,BRA,ISR,2009,,12,,0,N/A,EL/M-2032,GR,Combat ac radar,L,3,X,2015,Brazil,Israel,N,2,24,6
51363,BRA,ISR,2010,,2,X,2011,N/A,Hermes-450,AC,UAV,L,2,X,2011,Brazil,Israel,N,2,4,4
53720,BRA,ISR,2012,X,2,,2013,ASS,Hermes-450,AC,UAV,L,2,,2013,Brazil,Israel,N,2,4,4
57193,BRA,ISR,2014,,2,X,2014,N/A,Hermes-900,AC,UAV,L,2,X,2014,Brazil,Israel,N,3,6,6
39443,BRA,ISR,2006,,10,,2013,N/A,Litening,GR,Aircraft EO system,L,10,X,2011-2013,Brazil,Israel,N,1,10,10
59252,BRA,ISR,2013,,150,,2015,N/A,Lizard,MI,Guided bomb,L,150,X,2014-2015,Brazil,Israel,N,0.02,3,3
33396,BRA,ISR,2002,X,200,X,2015,N/A,Python-4,MI,BVRAAM,L,200,X,2010-2015,Brazil,Israel,N,0.17,34,34
58358,BRA,ISR,2006,,10,,2015,N/A,RecceLite,GR,Aircraft recce system,L,10,X,2014-2015,Brazil,Israel,N,4,40,40
51099,BRA,ISR,2010,X,216,X,0,LIC,UT-25/UT-30,OT,IFV turret,L,10,X,2014,Brazil,Israel,N,0.6,129.6,6
51270,BUL,ISR,2008,,25,,2010,N/A,SandCat,AV,APV,L,25,X,2008-2010,Bulgaria,Israel,N,0.14,3.5,3.5
39719,CAM,ISR,2006,X,8,X,2006,N/A,CARDOM 120mm,AR,Self-propelled mortar,L,8,,2006,Cameroon,Israel,N,0.2,1.6,1.6
51428,CAM,ISR,2008,X,5,X,2008,N/A,RAM,AV,APV,L,5,X,2008,Cameroon,Israel,N,0.12,0.6,0.6
58970,CAN,ISR,2015,,10,,0,LIC,EL/M-2084,GR,Air search radar,L,,,,Canada,Israel,N,12.5,125,0
33233,CAN,ISR,2008,,3,X,2008,LEAS,Heron,AC,UAV,L,3,X,2008,Canada,Israel,N,3,9,9
40341,CHA,ISR,2006,X,6,,2006,N/A,RAM,AV,APV,L,6,,2006,Chad,Israel,N,0.12,0.72,0.72
51472,CHA,ISR,2007,,31,X,2008,N/A,RAM,AV,APV,L,31,,2008,Chad,Israel,N,0.12,3.72,3.72
53408,CHE,ISR,2011,,3,,2013,N/A,Hermes-900,AC,UAV,L,3,X,2013,Chile,Israel,N,3,9,9
35144,CHE,ISR,2003,,200,X,2011,N/A,Python-4,MI,BVRAAM,L,200,X,2006-2011,Chile,Israel,N,0.17,34,34
30863,CHE,ISR,2003,,1000,X,2007,N/A,Spike-MR/LR,MI,Anti-tank missile,L,1000,X,2004-2007,Chile,Israel,N,0.03,30,30
51641,CHE,ISR,2008,,1200,X,2012,N/A,Spike-MR/LR,MI,Anti-tank missile,L,1200,X,2009-2012,Chile,Israel,N,0.03,36,36
52896,COL,ISR,2007,,1,,2010,N/A,Air refuel system,OT,Air refuel system,L,1,,2010,Colombia,Israel,N,10,10,10
50917,COL,ISR,2009,X,40,X,2010,N/A,Derby,MI,BVRAAM,L,40,X,2010,Colombia,Israel,N,0.4,16,16
53906,COL,ISR,2006,X,2,,2007,N/A,EL/I-3120 CMM,GR,SIGINT system,L,2,,2007,Colombia,Israel,N,7.5,15,15
53907,COL,ISR,2010,X,1,,2011,N/A,EL/I-3120 CMM,GR,SIGINT system,L,1,,2011,Colombia,Israel,N,7.5,7.5,7.5
58974,COL,ISR,2013,X,2,,2015,N/A,EL/I-3120 CMM,GR,SIGINT system,L,2,X,2014-2015,Colombia,Israel,N,7.5,15,15
40231,COL,ISR,2007,,11,,2011,N/A,EL/M-2032,GR,Combat ac radar,L,11,X,2011,Colombia,Israel,N,2,22,22
50916,COL,ISR,2007,,200,X,2014,N/A,Griffin,MI,Guided bomb,L,200,X,2013-2014,Colombia,Israel,N,0.02,4,4
55014,COL,ISR,2012,,2,,2013,N/A,Hermes-450,AC,UAV,L,2,X,2013,Colombia,Israel,N,2,4,4
55015,COL,ISR,2012,,1,,2014,N/A,Hermes-900,AC,UAV,L,1,,2014,Colombia,Israel,N,3,3,3
40352,COL,ISR,2007,X,10,,2010,N/A,Kfir C-7,AC,FGA aircraft,L,10,,2009-2010,Colombia,Israel,R,12.21,122.1,122.1
51057,COL,ISR,2007,,3,,2010,N/A,Kfir C-7,AC,FGA aircraft,L,3,X,2010,Colombia,Israel,R,12.21,36.63,36.63
50626,COL,ISR,2007,X,10,X,2011,N/A,Litening,GR,Aircraft EO system,L,10,X,2010-2011,Colombia,Israel,N,1,10,10
50918,COL,ISR,2009,X,100,X,2011,N/A,Python-5,MI,BVRAAM,L,100,X,2010-2011,Colombia,Israel,N,0.25,25,25
53243,COL,ISR,2007,X,5,,2011,N/A,RecceLite,GR,Aircraft recce system,L,5,X,2010-2011,Colombia,Israel,N,4,20,20
55753,COL,ISR,2013,X,32,X,2014,N/A,Samson Mini,OT,APC turret,L,32,X,2014,Colombia,Israel,N,0.05,1.6,1.6
55694,COL,ISR,2013,,8,,2014,N/A,SandCat,AV,APV,L,8,,2014,Colombia,Israel,N,0.14,1.12,1.12
52555,COL,ISR,2009,X,15,X,2009,N/A,Spike-ER,MI,Anti-tank missile,L,15,,2009,Colombia,Israel,N,0.06,0.9,0.9
55648,COL,ISR,2010,X,70,X,2015,N/A,Spike-ER,MI,Anti-tank missile,L,70,X,2014-2015,Colombia,Israel,N,0.06,4.2,4.2
57717,COL,ISR,2010,,110,X,2015,N/A,Spike-NLOS,MI,SSM/ASM,L,110,X,2014-2015,Colombia,Israel,N,0.15,16.5,16.5
38171,CZR,ISR,2009,X,500,X,2013,N/A,Spike-MR/LR,MI,Anti-tank missile,L,500,X,2012-2013,Czech Republic,Israel,N,0.03,15,15
52529,DEN,ISR,2010,,20,,2010,N/A,K-6 120mm,AR,Mortar,L,20,,2010,Denmark,Israel,N,0.05,1,1
55042,DEN,ISR,2012,,10,X,2013,N/A,Litening,GR,Aircraft EO system,L,10,X,2013,Denmark,Israel,N,1,10,10
52910,DOM,ISR,2010,X,1,,2010,N/A,EL/M-2082,GR,Air search radar,L,1,X,2010,Dominican Republic,Israel,N,15,15,15
51425,DOM,ISR,2010,X,3,X,2011,N/A,EL/M-2106NG,GR,Air search radar,L,3,X,2010-2011,Dominican Republic,Israel,N,6,18,18
50519,ECU,ISR,2008,,2,,2009,N/A,Heron,AC,UAV,L,2,,2009,Ecuador,Israel,N,3,6,6
50520,ECU,ISR,2008,,4,,2009,N/A,Searcher,AC,UAV,L,4,,2009,Ecuador,Israel,N,0.3,1.2,1.2
50659,EQU,ISR,2008,,2,,2011,N/A,Saar-4,SH,Patrol craft,L,2,,2011,Equatorial Guinea,Israel,N,35,70,70
40354,FIN,ISR,2008,,10,,2009,N/A,Litening,GR,Aircraft EO system,L,10,X,2008-2009,Finland,Israel,N,1,10,10
36305,FIN,ISR,2002,,200,X,2006,N/A,Spike-ER,MI,Anti-tank missile,L,200,X,2005-2006,Finland,Israel,N,0.06,12,12
50177,FIN,ISR,2006,X,200,X,2009,N/A,Spike-ER,MI,Anti-tank missile,L,200,X,2008-2009,Finland,Israel,N,0.06,12,12
30473,FIN,ISR,2000,,500,X,2006,N/A,Spike-MR/LR,MI,Anti-tank missile,L,500,X,2005-2006,Finland,Israel,N,0.03,15,15
31842,FRA,ISR,2001,,3,,2007,N/A,Eagle,AC,UAV,L,3,X,2007,France,Israel,N,1.5,4.5,4.5
37716,FRA,ISR,2005,,3,,2009,N/A,Heron,AC,UAV,L,3,,2009,France,Israel,N,3,9,9
51547,FRA,ISR,2009,,1,,2010,N/A,Heron,AC,UAV,L,1,,2010,France,Israel,N,3,3,3
51253,FRG,ISR,2013,X,0,,0,N/A,Harop,MI,SSM,L,,,,Germany (FRG),Israel,N,0.6,0,0
35479,FRG,ISR,2009,,5,X,2011,LEAS,Heron,AC,UAV,L,5,X,2010-2011,Germany (FRG),Israel,N,3,15,15
54163,FRG,ISR,2015,X,3,X,0,LEAS,Heron-TP/Eitan,AC,UCAV/UAV,L,,,,Germany (FRG),Israel,N,0,0,0
37457,FRG,ISR,2000,X,20,X,2006,LIC,Litening,GR,Aircraft EO system,L,20,X,2003-2006,Germany (FRG),Israel,N,1,20,20
52578,FRG,ISR,2009,,1,X,2009,N/A,RecceLite,GR,Aircraft recce system,L,1,X,2009,Germany (FRG),Israel,N,4,4,4
50942,FRG,ISR,2009,X,3000,X,0,LIC,Spike-MR/LR,MI,Anti-tank missile,L,2120,X,2010-2015,Germany (FRG),Israel,N,0.03,90,63.6
50111,GEO,ISR,2007,,5,X,2007,N/A,Hermes-450,AC,UAV,L,5,X,2007,Georgia,Israel,N,2,10,10
50400,GEO,ISR,2006,X,4,X,2007,N/A,LAR-160,AR,Self-propelled MRL,L,4,X,2007,Georgia,Israel,N,0.75,3,3
53754,HON,ISR,2011,X,1,,2014,N/A,EL/M-2288 AD-STAR,GR,Air search radar,L,1,,2014,Honduras,Israel,N,13,13,13
40362,HUN,ISR,2005,,5,,2008,N/A,Litening,GR,Aircraft EO system,L,5,X,2008,Hungary,Israel,N,1,5,5
26696,IND,ISR,2001,,30,,2006,N/A,AGM-142E/Popeye-2,MI,ASM,L,30,X,2004-2006,India,Israel,N,1,30,30
52689,IND,ISR,2010,X,30,X,2014,N/A,AGM-142E/Popeye-2,MI,ASM,L,30,X,2013-2014,India,Israel,N,1,30,30
55692,IND,ISR,2014,X,262,X,0,N/A,Barak-1,MI,SAM,L,,,,India,Israel,N,0.25,65.5,0
57947,IND,ISR,2003,X,3,,2006,N/A,Barak-1 VLS,NW,Naval SAM system,,3,X,2005-2006,India,Israel,N,20,60,60
57949,IND,ISR,2007,X,3,,2012,N/A,Barak-1 VLS,NW,Naval SAM system,,3,,2010-2012,India,Israel,N,20,60,60
36891,IND,ISR,2009,,1500,X,0,LIC,Barak-8,MI,SAM,L,,,,India,Israel,N,0.9,1350,0
39777,IND,ISR,2009,,18,X,0,LIC,Barak-8,AD,SAM system,L,,,,India,Israel,N,25,450,0
51236,IND,ISR,2009,,1000,X,0,LIC,Barak-8ER,MI,SAM,L,,,,India,Israel,N,1,1000,0
57950,IND,ISR,2013,X,4,,0,N/A,Barak-8 VLS,NW,Naval SAM system,,,,,India,Israel,N,15,60,0
57951,IND,ISR,2009,X,5,,0,N/A,Barak-8 VLS,NW,Naval SAM system,,2,,2014-2015,India,Israel,N,15,75,30
32129,IND,ISR,2005,,20,,2011,N/A,Derby,MI,BVRAAM,L,20,X,2008-2011,India,Israel,N,0.4,8,8
39241,IND,ISR,2008,X,750,X,0,N/A,Derby,MI,BVRAAM,L,75,X,2015,India,Israel,N,0.4,300,30
31805,IND,ISR,2000,X,25,X,2011,N/A,EL/M-2022,GR,MP aircraft radar,L,25,X,2001-2011,India,Israel,N,2.5,62.5,62.5
40142,IND,ISR,2004,,8,,2008,N/A,EL/M-2022,GR,MP aircraft radar,L,8,X,2004-2008,India,Israel,N,2.5,20,20
32351,IND,ISR,2005,,9,X,2011,N/A,EL/M-2032,GR,Combat ac radar,L,9,X,2008-2011,India,Israel,N,2,18,18
59383,IND,ISR,2007,X,20,X,0,N/A,EL/M-2032,GR,Combat ac radar,L,5,X,2015,India,Israel,N,2,40,10
51643,IND,ISR,2009,X,140,X,0,N/A,EL/M-2052,GR,Combat ac radar,L,,,,India,Israel,N,3,420,0
54852,IND,ISR,2012,,61,X,0,N/A,EL/M-2052,GR,Combat ac radar,L,,,,India,Israel,N,3,183,0
50945,IND,ISR,2007,X,1,,2009,N/A,EL/M-2070,GR,AGS radar,L,1,,2009,India,Israel,N,7.5,7.5,7.5
29832,IND,ISR,2004,,3,,2011,N/A,EL/M-2075 Phalcon,GR,AEW&C system,L,3,,2009-2011,India,Israel,N,50,150,150
50119,IND,ISR,2014,X,2,,0,N/A,EL/M-2075 Phalcon,GR,AEW&C system,L,,,,India,Israel,N,50,100,0
39339,IND,ISR,2002,,2,,2008,N/A,EL/M-2083 APR,GR,Air search radar,L,2,,2007-2008,India,Israel,N,15,30,30
39553,IND,ISR,2008,,4,,0,N/A,EL/M-2083 APR,GR,Air search radar,L,1,X,2015,India,Israel,N,15,60,15
50838,IND,ISR,2009,,2,X,2012,N/A,EL/M-2083 APR,GR,Air search radar,L,2,X,2012,India,Israel,N,15,30,30
55039,IND,ISR,2009,,23,X,2015,LIC,EL/M-2084,GR,Air search radar,L,23,X,2011-2015,India,Israel,N,12.5,287.5,287.5
34617,IND,ISR,2003,X,6,,2006,N/A,EL/M-2221 STGR,GR,Fire control radar,L,6,X,2005-2006,India,Israel,N,4.75,28.5,28.5
54469,IND,ISR,2014,X,8,X,0,N/A,EL/M-2221 STGR,GR,Fire control radar,L,,,,India,Israel,N,4.75,38,0
55586,IND,ISR,2009,X,6,,0,N/A,EL/M-2221 STGR,GR,Fire control radar,L,4,,2014-2015,India,Israel,N,4.75,28.5,19
57952,IND,ISR,2007,X,6,,2012,N/A,EL/M-2221 STGR,GR,Fire control radar,L,6,,2010-2012,India,Israel,N,4.75,28.5,28.5
36480,IND,ISR,1999,X,3,,2012,N/A,EL/M-2238 STAR,GR,Air search radar,L,3,,2010-2012,India,Israel,N,12.5,37.5,37.5
40236,IND,ISR,2002,X,2,X,2007,N/A,EL/M-2238 STAR,GR,Air search radar,L,2,X,2006-2007,India,Israel,N,12.5,25,25
40233,IND,ISR,2006,,4,,0,N/A,EL/M-2248 MF-STAR,GR,Multifuntion radar,L,2,,2014-2015,India,Israel,N,30,120,60
54470,IND,ISR,2013,X,4,,0,N/A,EL/M-2248 MF-STAR,GR,Multifuntion radar,L,,,,India,Israel,N,30,120,0
40357,IND,ISR,2002,X,250,X,2006,N/A,Griffin,MI,Guided bomb,L,250,X,2002-2006,India,Israel,N,0.02,5,5
50866,IND,ISR,2009,,250,X,2013,N/A,Griffin,MI,Guided bomb,L,250,X,2012-2013,India,Israel,N,0.02,5,5
51252,IND,ISR,2009,X,50,X,2014,N/A,Harop,MI,SSM,L,50,X,2013-2014,India,Israel,N,0.6,30,30
31059,IND,ISR,2003,,18,X,2006,N/A,Heron,AC,UAV,L,18,X,2005-2006,India,Israel,N,3,54,54
35465,IND,ISR,2006,,16,X,2007,N/A,Heron,AC,UAV,L,16,X,2006-2007,India,Israel,N,3,48,48
40005,IND,ISR,2010,,2,,2011,N/A,Heron,AC,MP UAV,L,2,X,2011,India,Israel,N,7.5,15,15
52265,IND,ISR,2009,X,16,X,2013,N/A,Heron,AC,UAV,L,16,X,2012-2013,India,Israel,N,3,48,48
56009,IND,ISR,2014,X,15,X,0,N/A,Heron,AC,UAV,L,,,,India,Israel,N,3,45,0
59198,IND,ISR,2015,,10,,0,N/A,Heron-TP/Eitan,AC,UCAV/UAV,L,,,,India,Israel,N,10,100,0
40193,IND,ISR,2004,,8,X,2009,N/A,Litening,GR,Aircraft EO system,L,8,X,2007-2009,India,Israel,N,1,8,8
40194,IND,ISR,2007,,0,,0,N/A,Litening,GR,Aircraft EO system,L,,,,India,Israel,N,1,0,0
54524,IND,ISR,2007,X,0,,0,N/A,Litening,GR,Aircraft EO system,L,,,,India,Israel,N,1,0,0
55682,IND,ISR,2015,X,164,X,0,N/A,Litening,GR,Aircraft EO system,L,20,X,2015,India,Israel,N,1,164,20
32161,IND,ISR,2000,,180,,2006,MOD,M-46S 155mm,AR,Towed gun,L,180,X,2001-2006,India,Israel,N,1,180,180
55041,IND,ISR,2011,,2,,2015,N/A,MARS2,GR,AGS/SIGINT system,L,2,,2015,India,Israel,N,15,30,30
54968,IND,ISR,2012,,500,,2015,N/A,NG-LGB,MI,Guided bomb,L,500,X,2014-2015,India,Israel,N,0.02,10,10
34320,IND,ISR,2005,X,100,X,2007,N/A,Python-4,MI,BVRAAM,L,100,X,2007,India,Israel,N,0.17,17,17
39240,IND,ISR,2008,,750,X,0,N/A,Python-5,MI,BVRAAM,L,75,X,2015,India,Israel,N,0.25,187.5,18.75
55832,IND,ISR,2010,X,2,,2011,N/A,Searcher,AC,UAV,L,2,X,2011,India,Israel,N,0.3,0.6,0.6
52688,IND,ISR,2008,X,100,X,2009,N/A,SPICE,MI,Guided bomb,L,100,X,2009,India,Israel,N,0.02,2,2
58052,IND,ISR,2014,X,8356,,0,N/A,Spike-ER,MI,Anti-tank missile,L,,,,India,Israel,N,0.06,501.36,0
32354,IND,ISR,2008,,18,,0,LIC,SPYDER-MR,AD,SAM system,L,2,X,2015,India,Israel,N,35,630,70
53016,IND,ISR,2003,X,6,,2006,LIC,Super Dvora,SH,Patrol craft,L,6,,2003-2006,India,Israel,N,5.25,31.5,31.5
39372,INS,ISR,2006,,4,,2012,N/A,Searcher,AC,UAV,L,4,X,2012,Indonesia,Israel,N,0.3,1.2,1.2
54652,ITA,ISR,2012,,2,,0,N/A,EL/W-2085,GR,AEW&C system,L,,,,Italy,Israel,N,35,70,0
52575,ITA,ISR,2005,X,25,X,2012,N/A,Litening,GR,Aircraft EO system,L,25,X,2011-2012,Italy,Israel,N,1,25,25
52886,ITA,ISR,2006,,100,X,2007,N/A,Lizard,MI,Guided bomb,L,100,X,2007,Italy,Israel,N,0.02,2,2
54881,ITA,ISR,2012,,1,,0,N/A,Ofeq,SA,Recce satellite,L,,,,Italy,Israel,N,0,0,0
52577,ITA,ISR,2005,X,10,X,2008,N/A,RecceLite,GR,Aircraft recce system,L,10,X,2007-2008,Italy,Israel,N,4,40,40
32274,ITA,ISR,2010,,750,X,2015,N/A,Spike-ER,MI,Anti-tank missile,L,750,X,2013-2015,Italy,Israel,N,0.06,45,45
38216,ITA,ISR,2005,X,500,X,2007,N/A,Spike-MR/LR,MI,Anti-tank missile,L,500,X,2006-2007,Italy,Israel,N,0.03,15,15
38255,ITA,ISR,2009,,990,,0,LIC,Spike-MR/LR,MI,Anti-tank missile,L,740,X,2009-2015,Italy,Israel,N,0.03,29.7,22.2
58966,JOR,ISR,2014,X,16,X,2015,N/A,AH-1S Cobra,AC,Combat helicopter,L,16,X,2015,Jordan,Israel,S,1.712,27.392,27.392
50321,KAZ,ISR,2007,X,18,X,2009,LIC,CARDOM 120mm,AR,Mortar,L,18,X,2008-2009,Kazakhstan,Israel,N,0.05,0.9,0.9
51008,KAZ,ISR,2007,X,50,X,2009,N/A,EXTRA,MI,Guided rocket/SSM,L,50,X,2008-2009,Kazakhstan,Israel,N,0.15,7.5,7.5
52111,KAZ,ISR,2007,X,10,X,2010,N/A,Litening,GR,Aircraft EO system,L,10,X,2009-2010,Kazakhstan,Israel,N,1,10,10
50328,KAZ,ISR,2006,X,18,X,2009,LIC,Lynx,AR,Self-propelled MRL,L,18,X,2008-2009,Kazakhstan,Israel,N,0.95,17.1,17.1
51007,KAZ,ISR,2006,X,6,X,2009,LIC,Semser 122mm,AR,Self-propelled gun,L,6,X,2008-2009,Kazakhstan,Israel,N,0.7,4.2,4.2
50819,KOS,ISR,2009,,60,X,0,N/A,EL/M-2032,GR,Combat ac radar,L,40,X,2013-2015,South Korea,Israel,N,2,120,80
51216,KOS,ISR,2009,,2,,2012,N/A,EL/M-2080 Green Pine,GR,Air search radar,L,2,,2012,South Korea,Israel,N,17.5,35,35
58343,KOS,ISR,2015,X,3,,0,N/A,Heron,AC,UAV,L,,,,South Korea,Israel,N,3,9,0
57082,KOS,ISR,2011,,4,X,2013,N/A,SandCat Spike-NLOS,AR,SSM launcher,L,4,,2013,South Korea,Israel,N,0.4,1.6,1.6
53155,KOS,ISR,2011,,67,X,2013,N/A,Spike-NLOS,MI,SSM/ASM,L,67,,2013,South Korea,Israel,N,0.15,10.05,10.05
56954,KOS,ISR,2013,,60,X,0,N/A,Spike-NLOS,MI,SSM/ASM,L,,,,South Korea,Israel,N,0.15,9,0
39717,LES,ISR,2006,X,6,,2006,N/A,RAM,AV,APV,L,6,,2006,Lesotho,Israel,N,0.12,0.72,0.72
59414,LIT,ISR,2013,,5,X,2015,N/A,CARDOM 120mm,AR,Mortar,L,5,X,2015,Lithuania,Israel,N,0.05,0.25,0.25
59479,LIT,ISR,2015,,84,,0,N/A,UT-25/UT-30,OT,IFV turret,L,,,,Lithuania,Israel,N,0.6,50.4,0
59278,MEX,ISR,2015,X,2,X,0,N/A,Dominator-2,AC,UAV,L,1,X,2015,Mexico,Israel,N,4,8,4
50529,MEX,ISR,2008,,2,,2009,N/A,Hermes-450,AC,UAV,L,2,,2009,Mexico,Israel,N,2,4,4
55967,MYA,ISR,2006,X,1,,2011,N/A,Compact 76mm,NW,Naval gun,L,1,,2011,Myanmar,Israel,S,1,1,1
57102,MYA,ISR,2007,X,120,X,2010,N/A,EE-9 Cascavel,AV,Armoured car,L,120,X,2008-2010,Myanmar,Israel,R,0.495,59.4,59.4
59206,MYA,ISR,2015,X,6,,0,N/A,Super Dvora,SH,Patrol craft,L,,,,Myanmar,Israel,N,5.25,31.5,0
50831,NET,ISR,2009,,5,X,2009,LEAS,Aerostar,AC,UAV,L,5,X,2009,Netherlands,Israel,N,0.1,0.5,0.5
39452,NET,ISR,2006,,22,,2008,N/A,Litening,GR,Aircraft EO system,L,22,X,2007-2008,Netherlands,Israel,N,1,22,22
52579,NET,ISR,2005,,6,,2007,N/A,RecceLite,GR,Aircraft recce system,L,6,X,2007,Netherlands,Israel,N,4,24,24
31291,NET,ISR,2001,,2400,,2011,LIC,Spike-MR/LR,MI,Anti-tank missile,L,2400,X,2006-2011,Netherlands,Israel,N,0.03,72,72
38995,NIG,ISR,2006,,9,X,2007,N/A,Aerostar,AC,UAV,L,9,X,2007,Nigeria,Israel,N,0.1,0.9,0.9
51306,NIG,ISR,2008,X,2,,2011,N/A,Shaldag,SH,Patrol craft,L,2,,2009-2011,Nigeria,Israel,N,6,12,12
55475,NIG,ISR,2012,,3,,2013,N/A,Shaldag,SH,Patrol craft,L,2,,2013,Nigeria,Israel,N,6,18,12
34056,NZ,ISR,2005,,6,,2014,N/A,EL/M-2022,GR,MP aircraft radar,L,6,X,2011-2014,New Zealand,Israel,N,2.5,15,15
53238,PAR,ISR,2011,,2,,2012,N/A,EL/M-2106NG,GR,Air search radar,L,2,,2011-2012,Paraguay,Israel,N,6,12,12
50811,PER,ISR,2009,X,516,,2009,N/A,Spike-MR/LR,MI,Anti-tank missile,L,516,X,2009,Peru,Israel,N,0.03,15.48,15.48
55925,PHI,ISR,2014,X,12,,0,N/A,EL/M-2032,GR,Combat ac radar,L,2,X,2015,Philippines,Israel,N,2,24,4
59590,PHI,ISR,2015,,3,,0,N/A,EL/M-2288 AD-STAR,GR,Air search radar,L,,,,Philippines,Israel,N,13,39,0
56883,PHI,ISR,2014,,28,,2015,N/A,M-113,AV,APC,L,28,,2015,Philippines,Israel,R,0.165,4.62,4.62
57871,PHI,ISR,2014,,4,,2015,N/A,UT-25/UT-30,OT,IFV turret,L,4,X,2015,Philippines,Israel,N,0.6,2.4,2.4
52241,POL,ISR,2014,X,24,,0,LIC,ATMOS-2000 155mm,AR,Self-propelled gun,,,,,Poland,Israel,N,1.19,28.56,0
32432,POL,ISR,2003,,2675,X,2013,LIC,Spike-MR/LR,MI,Anti-tank missile,L,2675,X,2004-2013,Poland,Israel,N,0.03,80.25,80.25
51836,POL,ISR,2015,,1000,,0,LIC,Spike-MR/LR,MI,Anti-tank missile,L,,,,Poland,Israel,N,0.03,30,0
17785,POR,ISR,2006,,33,X,2015,N/A,CARDOM 120mm,AR,Mortar,L,33,X,2008-2015,Portugal,Israel,N,0.05,1.65,1.65
38169,POR,ISR,2006,,3,,2010,N/A,EL/M-2022,GR,MP aircraft radar,L,3,X,2010,Portugal,Israel,N,2.5,7.5,7.5
52377,POR,ISR,2007,,5,,2012,N/A,EL/M-2022,GR,MP aircraft radar,L,5,X,2010-2012,Portugal,Israel,N,2.5,12.5,12.5
50440,POR,ISR,2008,,12,X,2009,OFFS,Litening,GR,Aircraft EO system,L,12,X,2008-2009,Portugal,Israel,N,1,12,12
38154,POR,ISR,2006,,20,X,2011,N/A,Spike-MR/LR,MI,Anti-tank missile,L,20,X,2011,Portugal,Israel,N,0.03,0.6,0.6
35975,ROM,ISR,1997,X,99,X,2009,LIC,OWS-25,OT,IFV turret,L,99,X,2005-2009,Romania,Israel,N,0.6,59.4,59.4
34339,ROM,ISR,2005,X,1000,X,2010,N/A,Spike-MR/LR,MI,Anti-tank missile,L,1000,X,2005-2010,Romania,Israel,N,0.03,30,30
51075,RUS,ISR,2009,,8,,2010,N/A,I-View-150,AC,UAV,L,8,X,2009-2010,Russia,Israel,N,0.1,0.8,0.8
50783,RUS,ISR,2009,,2,,2010,N/A,Searcher,AC,UAV,L,2,X,2009-2010,Russia,Israel,N,0.3,0.6,0.6
53868,RUS,ISR,2010,,10,X,2014,ASS,Searcher,AC,UAV,L,10,X,2013-2014,Russia,Israel,N,0.3,3,3
